,Date,Open,High,Low ,Close
We,2/10/2019,8380.24,8417.13,8176.76,8235.09
Tu,1/10/2019,8240.9,8531.32,8194.37,8380.24
Mo,30/9/2019,7985.69,8363.78,7725.63,8240.9
,,0,,,
Fr,27/9/2019,8094.12,8133.01,7867.46,8060.97
Th,26/9/2019,8510.6,8656.05,7736.71,8094.12
We,25/9/2019,8582,8799.13,8229.96,8511.8
Tu,24/9/2019,9765.49,9817.6,8087.91,8582
Mo,23/9/2019,9974.4,10075.04,9695.95,9765.49
,,0,,,
Fr,20/9/2019,10258.9,10314.63,10069.71,10135.94
Th,19/9/2019,10196.9,10364.4,9644.85,10258.85
We,18/9/2019,10250.27,10262.03,10094.5,10196.93
Tu,17/9/2019,10215.87,10344.75,10138.13,10250.3
Mo,16/9/2019,10302.28,10374.5,10080.7,10215.87
,,0,,,
Fr,13/9/2019,10331.07,10464.41,10163.28,10270.67
Th,12/9/2019,10099.08,10374.21,10034.15,10331.07
We,11/9/2019,10055.1,10253.5,9867.05,10099.08
Tu,10/9/2019,10237.89,10386.29,9938.37,10052.99
Mo,9/9/2019,10346.98,10530.31,10068.63,10237.89
,,0,,,
Fr,6/9/2019,10518.1,10941.17,10205.68,10356.88
Th,5/9/2019,10626.01,10696.31,10461.67,10518.1
We,4/9/2019,10712.47,10827.08,10385.72,10626.01
Tu,3/9/2019,10408.84,10775.92,10290.72,10712.47
Mo,2/9/2019,9613.4,10469.8,9595.68,10408.87
,,0,,,
Fr,30/8/2019,9526.03,9699.1,9365.77,9626.18
Th,29/8/2019,9669.49,9748.38,9323.98,9526.03
We,28/8/2019,10143.08,10280.6,9575.46,9669.45
Tu,27/8/2019,10265.73,10395.48,10029.95,10143.08
Mo,26/8/2019,10079.81,10655.38,9912.51,10265.73
,,0,,,
Fr,23/8/2019,10182.76,10469.58,10046.27,10361.52
Th,22/8/2019,10155.19,10236.32,9758.78,10182.76
We,21/8/2019,10706.68,10841.6,9855.38,10155.19
Tu,20/8/2019,10678.83,10954.77,10566.22,10706.71
Mo,19/8/2019,10388.2,10836.1,10271.93,10678.85
,,0,,,
Fr,16/8/2019,10372.72,10539.86,9747.75,10395.4
Th,15/8/2019,10171.6,10393.35,9492.72,10372.72
We,14/8/2019,10882.13,10892,10033.48,10171.6
Tu,13/8/2019,11418.31,11439.9,10746.55,10882.13
Mo,12/8/2019,11378.2,11580.49,11233.94,11418.31
,,0,,,
Fr,9/8/2019,11595.8,12053.7,11588,11864.63
Th,8/8/2019,11863.79,12066.92,11484.2,11595.78
We,7/8/2019,11643.41,12144.38,11208.6,11863.77
Tu,6/8/2019,11723.69,12316.04,11538.2,11643.41
Mo,5/8/2019,10943.38,11946.76,10794.64,11723.69
,,0,,,
Fr,2/8/2019,10411.96,10668.87,10331.18,10399.38
Th,1/8/2019,10026.61,10489.24,9884.08,10411.97
We,31/7/2019,9541.65,10125.05,9522.77,10026.61
Tu,30/7/2019,9516.61,9761.25,9377.69,9541.65
Mo,29/7/2019,9534.01,9718.7,9117.63,9516.61
,,0,,,
Fr,26/7/2019,9874.05,9943.16,9659.1,9834.23
Th,25/7/2019,9671.73,10182.69,9662.81,9874.05
We,24/7/2019,10147.2,10147.2,9515.51,9671.71
Tu,23/7/2019,10322.33,10381.27,9867.88,10147.93
Mo,22/7/2019,10499.27,10682.69,10073.46,10322.33
,,0,,,
Fr,19/7/2019,10616.88,10791,10121.75,10529.52
Th,18/7/2019,9686.97,10744.71,9289.76,10616.88
We,17/7/2019,9596.16,9982.55,9083.78,9686.98
Tu,16/7/2019,10821.99,11074.52,9486.55,9595.05
Mo,15/7/2019,10491.52,10947.72,9869.56,10821.99
,,0,,,
Fr,12/7/2019,11146.08,11916.68,11069.18,11907.36
Th,11/7/2019,11779.25,12192.58,10984.36,11146.07
We,10/7/2019,12401.88,13190.29,11640.29,11778.8
Tu,9/7/2019,12205.14,12821.47,12125.83,12401.88
Mo,8/7/2019,11461.3,12290.69,11329.58,12207.1
,,0,,,
Fr,5/7/2019,11721.73,11742.97,10775.56,11034
Th,4/7/2019,11378.25,12060.75,11301.43,11721.74
We,3/7/2019,10714.88,11570.49,10598.09,11378.23
Tu,2/7/2019,10481.34,10929.35,9660.44,10714.88
Mo,1/7/2019,11170.58,11432.5,9984.17,10481.86
,,0,,,
Fr,28/6/2019,10686.14,12396.56,10462.73,12212.7
Th,27/6/2019,12733.71,13345.17,10305.23,10686.14
We,26/6/2019,11366.24,13851.6,11365.06,12733.71
Tu,25/6/2019,10856.69,11471.93,10836.19,11366.24
Mo,24/6/2019,10847.62,11251.21,10548.09,10856.69
,,0,,,
Fr,21/6/2019,9562.66,9950,9464.37,9939.81
Th,20/6/2019,9167.27,9599.12,9140.22,9562.66
We,19/6/2019,9125.34,9210.13,8946.67,9167.27
Tu,18/6/2019,9273.05,9477,8936.77,9125.34
Mo,17/6/2019,9056.09,9420.98,8821.05,9273.05
,,0,,,
Fr,14/6/2019,8261.05,8466.19,8180.15,8452.83
Th,13/6/2019,8120.45,8294.5,8049.18,8261.05
We,12/6/2019,7926.1,8263.26,7823.2,8120.45
Tu,11/6/2019,7943.46,8053.9,7712.8,7926.36
Mo,10/6/2019,7684.34,8077,7510.88,7943.46
,,0,,,
Fr,7/6/2019,7690.61,8132.43,7686.55,7898.63
Th,6/6/2019,7732.88,7871.13,7458.41,7690.61
We,5/6/2019,7651.38,7923.68,7446.67,7732.88
Tu,4/6/2019,8556.11,8560.76,7509.47,7651.38
Mo,3/6/2019,8686.5,8759.63,8332.51,8556.11
,,0,,,
Fr,31/5/2019,8463.48,8514.64,8007.04,8503.38
Th,30/5/2019,8646.34,9088.42,8402.48,8463.48
We,29/5/2019,8689.51,8757.38,8430.43,8646.34
Tu,28/5/2019,8754.64,8849.8,8542.15,8687.79
Mo,27/5/2019,8019.98,8942.58,8019.78,8754.64
,,0,,,
Fr,24/5/2019,7878.46,8175,7797.19,8112.36
Th,23/5/2019,7832.46,7880.81,7472.91,7878.46
We,22/5/2019,8087.02,8111.47,7696.32,7832.46
Tu,21/5/2019,8007.03,8129.97,7811.55,8086.18
Mo,20/5/2019,7986.06,8298.89,7581.53,8006.97
,,0,,,
Fr,17/5/2019,7680.15,7956.98,6631.91,7106.31
Th,16/5/2019,8171.07,8386.13,7676.02,7676.51
We,15/5/2019,7719.92,8264.9,7626.76,8171.07
Tu,14/5/2019,7864.38,8331.38,7615.89,7719.92
Mo,13/5/2019,7077.38,7970.45,6866.69,7864.38
,,0,,,
Fr,10/5/2019,6080.72,6426.43,6078.77,6291.33
Th,9/5/2019,5900.67,6096.6,5853.31,6080.72
We,8/5/2019,5844.63,5912.38,5665.28,5900.67
Tu,7/5/2019,5693.95,5966.77,5676.75,5844.63
Mo,6/5/2019,5714.14,5780.79,5565.97,5693.95
,,0,,,
Fr,3/5/2019,5405.59,5795.5,5366.37,5689.05
Th,2/5/2019,5307.8,5421.01,5289.65,5405.46
We,1/5/2019,5237.87,5357.41,5236.8,5307.8
Tu,30/4/2019,5129.68,5287.5,5100.01,5237.87
Mo,29/4/2019,5165.41,5188.44,5074.93,5129.68
,,0,,,
Fr,26/4/2019,5495.18,5499.96,4983.75,5097.52
Th,25/4/2019,5435.81,5510.16,5376.13,5495.18
We,24/4/2019,5580.1,5621.51,5375.16,5435.81
Tu,23/4/2019,5365.88,5642.72,5357.04,5580.07
Mo,22/4/2019,5238.09,5440.01,5232.52,5365.88
,,0,,,
Fr,19/4/2019,5308.45,5357.72,5196.66,5269.97
Th,18/4/2019,5221.26,5314.31,5205.05,5308.57
We,17/4/2019,5185.02,5270.61,5175.52,5221.26
Tu,16/4/2019,5021.53,5229.42,5008.78,5185.02
Mo,15/4/2019,5109.32,5191.48,4948.63,5021.53
,,0,,,
Fr,12/4/2019,5054.03,5117.32,4913.32,5042.54
Th,11/4/2019,5302.92,5342.98,4970.92,5054.03
We,10/4/2019,5220.08,5460.45,5158.58,5302.92
Tu,9/4/2019,5252.77,5311.4,5146.71,5220.08
Mo,8/4/2019,5129.12,5349.17,5111.77,5252.89
,,0,,,
Fr,5/4/2019,4847.09,5066.88,4839.03,4999.01
Th,4/4/2019,5296,5344.52,4782.75,4847.04
We,3/4/2019,4802.47,5316.24,4783.12,5296
Tu,2/4/2019,4126.91,5078.52,4125.9,4802.47
Mo,1/4/2019,4088.39,4148.24,4052.2,4126.69
,,0,,,
Fr,29/3/2019,4010.76,4100.99,3999.8,4072.16
Th,28/3/2019,4008.98,4036.6,3993.97,4010.76
We,27/3/2019,3912.6,4032.44,3908.46,4008.98
Tu,26/3/2019,3887.56,3922.02,3881.27,3912.6
Mo,25/3/2019,3966.46,3978.79,3859.15,3887.56
,,0,,,
Fr,22/3/2019,3973.24,3999.34,3960.7,3977.74
Th,21/3/2019,4009.47,4056.22,3920.09,3973.24
We,20/3/2019,3991.47,4018.69,3964.37,4009.47
Tu,19/3/2019,3971.19,4009.6,3949.83,3991.47
Mo,18/3/2019,3964.18,4015.31,3935.17,3971.19
,,0,,,
Fr,15/3/2019,3851.16,3908.28,3846.2,3897.41
Th,14/3/2019,3852.31,3901.1,3787.91,3851.57
We,13/3/2019,3865.41,3872.27,3826.48,3852.31
Tu,12/3/2019,3848.21,3876.23,3798.83,3865.41
Mo,11/3/2019,3885.47,3912.65,3816.5,3847.91
,,0,,,
Fr,8/3/2019,3871.42,3910.41,3848.8,3868.84
Th,7/3/2019,3845.95,3889.55,3830.24,3871.42
We,6/3/2019,3833.96,3892.22,3810.21,3845.71
Tu,5/3/2019,3700.02,3871.32,3682.25,3833.96
Mo,4/3/2019,3792.1,3805.17,3671.32,3699.76
,,0,,,
Fr,1/3/2019,3802.53,3843.26,3783.01,3828.22
Th,28/2/2019,3749.17,3884,3742.36,3802.53
We,27/2/2019,3790.19,3823.43,3659.76,3749.38
Tu,26/2/2019,3805.67,3830.59,3765.89,3790.19
Mo,25/2/2019,3761,3859.92,3728.84,3805.67
,,0,,,
Fr,22/2/2019,3897.72,3955.89,3885.69,3941.75
Th,21/2/2019,3913.2,3986.41,3868.03,3897.72
We,20/2/2019,3887.89,3962.16,3865.94,3912.98
Tu,19/2/2019,3852.25,3970.22,3830.26,3887.89
Mo,18/2/2019,3574.98,3916.07,3565.59,3852.25
,,0,,,
Fr,15/2/2019,3569.94,3614.87,3547.14,3564.79
Th,14/2/2019,3571.63,3589.52,3537.09,3570.02
We,13/2/2019,3576.31,3628.96,3561.4,3571.42
Tu,12/2/2019,3591.58,3618.2,3550.82,3576.31
Mo,11/2/2019,3606.08,3653.65,3578.58,3591.58
,,0,,,
Fr,8/2/2019,3358.71,3707.33,3343.27,3594.91
Th,7/2/2019,3366.31,3381.62,3353,3358.91
We,6/2/2019,3422.6,3443.33,3338.58,3366.31
Tu,5/2/2019,3417.28,3430.33,3398.45,3422.6
Mo,4/2/2019,3418.08,3435.91,3386.67,3417.03
,,0,,,
Fr,1/2/2019,3417.03,3456,3374.67,3448.51
Th,31/1/2019,3432.64,3472.07,3396.17,3417.03
We,30/1/2019,3401.14,3458.86,3372.96,3432.64
Tu,29/1/2019,3417.04,3440.72,3343.77,3401.14
Mo,28/1/2019,3549.2,3552.36,3375.7,3417.04
,,0,,,
Fr,25/1/2019,3570.93,3578.1,3512.82,3558.51
Th,24/1/2019,3544.51,3595.2,3529.18,3570.93
We,23/1/2019,3574.52,3612.36,3522.22,3544.51
Tu,22/1/2019,3521.03,3611.22,3436.4,3574.52
Mo,21/1/2019,3520.82,3568.34,3507.13,3521.03
,,0,,,
Fr,18/1/2019,3624.84,3649.82,3579.52,3612.39
Th,17/1/2019,3603.48,3658.59,3545.44,3624.81
We,16/1/2019,3568.48,3667.82,3567.96,3603.48
Tu,15/1/2019,3663.59,3685.11,3549.63,3568.48
Mo,14/1/2019,3518.43,3709.91,3486.56,3663.59
,,0,,,
Fr,11/1/2019,3630.86,3695.22,3587.52,3649.21
Th,10/1/2019,4003.99,4034.82,3574.62,3630.86
We,9/1/2019,4000.42,4041.45,3966.42,4003.99
Tu,8/1/2019,4005.34,4109.33,3951.74,4000.42
Mo,7/1/2019,4060.4,4077.21,3969.85,4005.34
,,0,,,
Fr,4/1/2019,3794.92,3849.67,3731.55,3833.53
Th,3/1/2019,3884.98,3916.71,3762.38,3794.92
We,2/1/2019,3720.6,3899.58,3708.67,3884.98
Tu,1/1/2019,3674.18,3745.6,3645.66,3720.6
Mo,31/12/2018,3817.79,3848.93,3637.73,3674.18
,,0,,,
Fr,28/12/2018,3585.43,3956.71,3567.19,3892.14
Th,27/12/2018,3775.47,3840.94,3568.88,3585.43
We,26/12/2018,3789.34,3862.86,3685.29,3775.47
Tu,25/12/2018,4064.81,4075.35,3677.44,3789.31
Mo,24/12/2018,3959.64,4234.21,3910.43,4063.94
,,0,,,
Fr,21/12/2018,3993.58,4158.76,3773.38,3848.6
Th,20/12/2018,3669.34,4170.95,3662.32,3993.58
We,19/12/2018,3535.18,3921.32,3522.88,3668.85
Tu,18/12/2018,3493.65,3569.78,3435.13,3535.18
Mo,17/12/2018,3199.99,3583.23,3183.67,3493.65
,,0,,,
Fr,14/12/2018,3254.82,3293.11,3136.04,3156.89
Th,13/12/2018,3440.17,3443.25,3226.33,3254.81
We,12/12/2018,3373.78,3485.58,3326.5,3440.17
Tu,11/12/2018,3400.92,3426.1,3294.25,3373.78
Mo,10/12/2018,3557.5,3591.36,3356.63,3400.92
,,0,,,
Fr,7/12/2018,3596.41,3620.77,3211.48,3388.91
Th,6/12/2018,3723.53,3842.01,3548.89,3596.41
We,5/12/2018,3898.02,3913.71,3668.09,3723.53
Tu,4/12/2018,3870.96,4032,3735.03,3898.03
Mo,3/12/2018,4104.33,4185.14,3746.75,3870.96
,,0,,,
Fr,30/11/2018,4183.58,4297.75,3867.59,3930.38
Th,29/11/2018,4221.03,4403.69,4089.31,4183.58
We,28/11/2018,3767.36,4357.07,3743.06,4221.02
Tu,27/11/2018,3663.84,3797.67,3563.46,3767.36
Mo,26/11/2018,3675.54,4112.93,3522.58,3663.84
,,0,,,
Fr,23/11/2018,4427.83,4446.19,4093.27,4260.57
Th,22/11/2018,4450.42,4588.89,4363.96,4427.83
We,21/11/2018,4337.68,4629.38,4189.99,4450.42
Tu,20/11/2018,4785.54,4889.44,4051,4337.68
Mo,19/11/2018,5536.98,5660.36,4693.38,4785.54
,,0,,,
Fr,16/11/2018,5469.65,5609.35,5441.31,5451.72
Th,15/11/2018,5551.06,5644.33,5202.91,5469.65
We,14/11/2018,6280.73,6294.25,5322,5551.06
Tu,13/11/2018,6309.96,6329.03,6254.48,6280.73
Mo,12/11/2018,6316,6384.96,6306.7,6309.96
,,0,,,
Fr,9/11/2018,6419.5,6433.26,6309.73,6326.2
Th,8/11/2018,6501.74,6511.75,6390.48,6419.5
We,7/11/2018,6420.95,6537.35,6419.41,6501.65
Tu,6/11/2018,6400.96,6454.24,6385.87,6420.95
Mo,5/11/2018,6413.22,6464.83,6372.01,6400.96
,,0,,,
Fr,2/11/2018,6335.36,6379.52,6330.15,6351.1
Th,1/11/2018,6302.4,6337.99,6293.48,6335.36
We,31/10/2018,6263.16,6352.94,6204.54,6302.4
Tu,30/10/2018,6243.46,6289.91,6234.83,6265.27
Mo,29/10/2018,6400.34,6418.21,6211.14,6243.46
,,0,,,
Fr,26/10/2018,6400.44,6449.17,6382.51,6401.99
Th,25/10/2018,6425.61,6430.71,6362.66,6400.44
We,24/10/2018,6390.78,6559.65,6389.6,6425.61
Tu,23/10/2018,6413.51,6416.39,6359.33,6390.78
Mo,22/10/2018,6437.17,6441.93,6375.07,6413.51
,,0,,,
Fr,19/10/2018,6392.22,6489.25,6357.81,6384.37
Th,18/10/2018,6437.85,6593.7,6362.76,6392.22
We,17/10/2018,6460.38,6578.3,6410.54,6437.85
Tu,16/10/2018,6393.12,6549.36,6385,6460.38
Mo,15/10/2018,6237.61,6769.27,6151.81,6390.7
,,0,,,
Fr,12/10/2018,6204.33,6257.61,6112.4,6214.23
Th,11/10/2018,6534.38,6580.87,6080.99,6204.33
We,10/10/2018,6579.83,6614.38,6443.64,6534.38
Tu,9/10/2018,6623.01,6656.5,6553.64,6579.83
Mo,8/10/2018,6534.9,6658.21,6528.54,6623.01
,,0,,,
Fr,5/10/2018,6545.77,6588.04,6516.35,6539.04
Th,4/10/2018,6438.41,6596.38,6415.2,6546.01
We,3/10/2018,6524.3,6548.98,6400.19,6438.41
Tu,2/10/2018,6550.06,6601.97,6452.01,6524.3
Mo,1/10/2018,6597.61,6639.28,6490.52,6550.06
,,0,,,
Fr,28/9/2018,6694.08,6790.88,6531.77,6643.42
Th,27/9/2018,6497.71,6735.92,6431.29,6694.08
We,26/9/2018,6386.6,6539.86,6371.79,6497.71
Tu,25/9/2018,6626.29,6629.99,6329.82,6386.6
Mo,24/9/2018,6697.29,6719.58,6573.15,6626.29
,,0,,,
Fr,21/9/2018,6377.2,6776.7,6360.17,6708.69
Th,20/9/2018,6423.6,6449.88,6336.99,6377.21
We,19/9/2018,6317.7,6511,6108.85,6423.81
Tu,18/9/2018,6216.85,6383.09,6214.24,6317.7
Mo,17/9/2018,6485.35,6529.87,6206.44,6216.01
,,0,,,
Fr,14/9/2018,6467.46,6582.1,6385.71,6535.01
Th,13/9/2018,6305.47,6529.11,6295.68,6467.46
We,12/9/2018,6253.25,6344.84,6198.2,6305.47
Tu,11/9/2018,6301.63,6400.66,6173.61,6253.25
Mo,10/9/2018,6375.4,6391.04,6209.67,6301.63
,,0,,,
Fr,7/9/2018,6440.22,6530.95,6324.5,6446.92
Th,6/9/2018,6949.01,6981.97,6268.42,6440.22
We,5/9/2018,7361.57,7386.18,6863.79,6949.01
Tu,4/9/2018,7298.59,7405.82,7232.53,7361.57
Mo,3/9/2018,7305.46,7327.77,7194.93,7298.59
,,0,,,
Fr,31/8/2018,6916.68,7085.59,6884.5,7044.6
Th,30/8/2018,7042.05,7066.35,6793.11,6916.68
We,29/8/2018,7082.92,7123.01,6911.98,7042.05
Tu,28/8/2018,6719.04,7127.15,6713.19,7083.46
Mo,27/8/2018,6691.85,6763.62,6654.93,6719.04
,,0,,,
Fr,24/8/2018,6418.67,6642.28,6418.28,6611.44
Th,23/8/2018,6330.78,6482.34,6250.72,6418.67
We,22/8/2018,6451.86,6871.26,6297.98,6331.13
Tu,21/8/2018,6455.22,6479.9,6231.61,6451.86
Mo,20/8/2018,6367.42,6545.9,6355.84,6455.22
,,0,,,
Fr,17/8/2018,6255.1,6555.38,6232.96,6480.85
Th,16/8/2018,6374.87,6476.34,6214.82,6255.1
We,15/8/2018,6074.26,6619.49,6071.79,6374.87
Tu,14/8/2018,6277.69,6285.7,5887.07,6074.26
Mo,13/8/2018,6306.05,6538.37,6147.61,6277.69
,,0,,,
Fr,10/8/2018,6508.35,6623.45,6146.17,6191.24
Th,9/8/2018,6317.2,6549.01,6188.74,6507.67
We,8/8/2018,6877.76,6879.17,6128.45,6316.9
Tu,7/8/2018,6919.82,7149.1,6839.67,6877.76
Mo,6/8/2018,7014.98,7153.42,6888.74,6919.84
,,0,,,
Fr,3/8/2018,7546.53,7570.46,7287.25,7388.58
Th,2/8/2018,7482.23,7706.21,7440.01,7546.53
We,1/8/2018,7688.66,7773.19,7460.18,7482.23
Tu,31/7/2018,8153.04,8197.72,7664.41,7689.43
Mo,30/7/2018,8215.64,8278.17,7856.72,8146.15
,,0,,,
Fr,27/7/2018,8138.47,8271.84,7793.02,8225.12
Th,26/7/2018,8176.35,8315.71,8108.58,8138.47
We,25/7/2018,8227.05,8480.42,8049.36,8176.35
Tu,24/7/2018,7702.88,8354.16,7694.03,8227.05
Mo,23/7/2018,7512.73,7794.29,7338.71,7702.88
,,0,,,
Fr,20/7/2018,7418.82,7679.72,7273.77,7351.07
Th,19/7/2018,7336.6,7510.03,7282.85,7418.82
We,18/7/2018,7314,7581.15,7236.98,7336.6
Tu,17/7/2018,6661.85,7464.32,6643.35,7314
Mo,16/7/2018,6350.96,6709.54,6330.98,6661.85
,,0,,,
Fr,13/7/2018,6172.95,6335.37,6081.38,6185.23
Th,12/7/2018,6353.84,6383.49,6139.95,6172.95
We,11/7/2018,6387.83,6403.35,6275.48,6354.19
Tu,10/7/2018,6695.86,6803.04,6322.63,6387.83
Mo,9/7/2018,6747.21,6763.6,6662.9,6695.86
,,0,,,
Fr,6/7/2018,6507.75,6636.05,6453.55,6570.76
Th,5/7/2018,6686.22,6696.55,6449.78,6507.68
We,4/7/2018,6613.86,6783.98,6414.84,6686.22
Tu,3/7/2018,6620.01,6668.22,6534.89,6613.86
Mo,2/7/2018,6313.87,6670.38,6273.05,6620.01
,,0,,,
Fr,29/6/2018,6044.95,6046.7,5791.19,5899.63
Th,28/6/2018,6124.97,6177.45,6030.07,6044.92
We,27/6/2018,6181.63,6254.41,5988.91,6124.96
Tu,26/6/2018,6250.81,6275.29,6132.02,6181.63
Mo,25/6/2018,6180.96,6340.01,6084.44,6250.81
,,0,,,
Fr,22/6/2018,6719.47,6752,6022.04,6070.19
Th,21/6/2018,6748.89,6787.81,6679.65,6719.46
We,20/6/2018,6695.44,6811.4,6559.61,6748.89
Tu,19/6/2018,6727.55,6834.51,6664.75,6695.44
Mo,18/6/2018,6506.89,6794.4,6386.4,6727.55
,,0,,,
Fr,15/6/2018,6658.78,6689.72,6450.18,6497.97
Th,14/6/2018,6260.96,6708.23,6236.07,6658.78
We,13/6/2018,6531.39,6620.59,6134.23,6260.96
Tu,12/6/2018,6760.89,6902.67,6450.01,6531.39
Mo,11/6/2018,6747.96,6845.48,6635.14,6760.89
,,0,,,
Fr,8/6/2018,7660.06,7696.35,7542.82,7646.28
Th,7/6/2018,7619.32,7749.5,7613.79,7660.06
We,6/6/2018,7629.54,7682,7486.26,7619.32
Tu,5/6/2018,7525.77,7666.19,7360.23,7629.53
